PERIMETER,FCODE,DEPTCODE,PHONE_NUMB,OWNER,FDESC,ADDRESS_1,ADDRESS_2,BUILDING,ET_ID,MAP_LEGEND,Website,FNAME,Label
0,,,706-821-1167,COUNTY,COURT,735 JAMES BROWN BLVD,FIRST FLOOR,AUGUSTA JUDICIAL CENTER,95,131,http://www.augustaga.gov/index.aspx?nid=1475,STATE COURT,State Court
0,,,706-821-1220,COUNTY,COURT,735 JAMES BROWN BLVD,SECOND FLOOR,AUGUSTA JUDICIAL CENTER,77,132,http://www.augustaga.gov/index.aspx?nid=816,STATE COURT SOLICITOR,State Court Solicitor
0,,,706-821-2363,COUNTY,COURT,735 JAMES BROWN BLVD,THIRD FLOOR,AUGUSTA JUDICIAL CENTER,78,133,http://www.augustaga.gov/index.aspx?nid=804,SUPERIOR COURT,Superior Court
0,,,706-821-2476,COUNTY,COUNTY DEPARTMENT,491 LANEY-WALKER BLVD,,,96,134,http://www.augustaga.gov/index.aspx?NID=841,TAG OFFICE MAIN,Tag Office Main
0,,,706-821-2476,COUNTY,COUNTY DEPARTMENT,2029 LUMPKIN RD,,,31,135,http://www.augustaga.gov/index.aspx?NID=841,TAG OFFICE SOUTH AUGUSTA,Tag Office South Augusta
0,,,706-821-2391,COUNTY,COUNTY DEPARTMENT,530 GREENE ST,ROOM 117,MUNICIPAL,80,137,http://www.augustaga.gov/index.aspx?nid=801,TAX COMMISSIONER,Tax Commissioner
0,,,706-364-9662,PRIVATE,FAMILY Y,2215 TOBACCO RD,,SOUTH BRANCH,108,138,http://www.thefamilyy.org/,THE FAMILY Y SOUTH BRANCH,The Family Y South Branch
0,,,706-738-6680,PRIVATE,FAMILY Y,2340 MILLEDGEVILLE RD,,TUBMAN BRANCH,106,139,http://www.thefamilyy.org/,THE FAMILY Y TUBMAN BRANCH,The Family Y Tubman Branch
0,,,706-922-9622,PRIVATE,FAMILY Y,3570 WHEELER RD,,WILSON BRCH METRO OFFICE,107,140,http://www.thefamilyy.org/,THE FAMILY Y WILSON BRANCH,The Family Y Wilson Branch
0,,,1-800-275-8777,FEDERAL,POST OFFICE,3301 WRIGHTSBORO RD,,FOREST HILLS STATION,102,141,https://www.usps.com/,UNITED STATES POSTAL SERVICE,United States Postal Service
0,,,1-800-275-8777,FEDERAL,POST OFFICE,3108 PEACH ORCHARD RD,,PEACH ORCHARD STATION,103,142,https://www.usps.com/,UNITED STATES POSTAL SERVICE,United States Postal Service
0,,,1-800-275-8777,FEDERAL,POST OFFICE,525 EIGHTH ST,,MAIN POST OFFICE,104,143,https://www.usps.com/,UNITED STATES POSTAL SERVICE,United States Postal Service
0,,,706-592-2570,FEDERAL,POST OFFICE,4902 WINDSOR SPRING RD,,HEPHZIBAH POST OFFICE,168,144,https://www.usps.com/,UNITED STATES POSTAL SERVICE,United States Postal Service
0,,,1-800-275-8777,FEDERAL,POST OFFICE,1434 STOVAL ST,,HILL STATION,101,145,https://www.usps.com/,UNITES STATES POSTAL SERVICE,Unites States Postal Service
0,,,706-312-4154,COUNTY,COUNTY DEPARTMENT,360 BAY ST,,,51,146,http://www.augustaga.gov/index.aspx?nid=699,UTILITIES_ADMINISTRATION,Utilities - Administration
0,,,706-842-1925,COUNTY,COUNTY DEPARTMENT,2822 CENTRAL AVE,,,39,147,http://www.augustaga.gov/index.aspx?nid=699,UTILITIES_CONST & MAINT,Utilities - Const & Maint
0,,,706-842-1920,COUNTY,COUNTY DEPARTMENT,1425 HIGHLAND AVE,,,9,148,http://www.augustaga.gov/index.aspx?nid=699,UTILITIES_FILTER PLANT,Utilities - Filter Plant
0,,,706-821-4212,COUNTY,COUNTY DEPARTMENT,1731 TOBACCO RD,,,50,149,http://www.augustaga.gov/index.aspx?nid=699,UTILITIES_N MAX HICKS WTP,Utilities - N Max Hicks Wtp
0,,,706-793-1691,COUNTY,COUNTY DEPARTMENT,1820 DOUG BARNARD PKWY,,,10,150,http://www.augustaga.gov/index.aspx?nid=699,UTILITIES_OMI JAMES B MESSERLY WWTP,Utilities - Omi James B Messerly WTP
0,,,706-842-3050,COUNTY,PAYMENT CENTER,2760 PEACH ORCHARD RD,,,7,151,http://www.augustaga.gov/index.aspx?nid=699,UTILITIES_PLANT 1,Utilities - Plant 1
0,,,706-790-9371,COUNTY,COUNTY DEPARTMENT,1502 4-H CLUB RD,,,8,152,http://www.augustaga.gov/index.aspx?nid=699,UTILITIES_PLANT 2,Utilities - Plant 2
0,,,706-592-3769,COUNTY,COUNTY DEPARTMENT,4436 O WAYNESBORO RD,,,49,153,http://www.augustaga.gov/index.aspx?nid=699,UTILITIES_PLANT 3,Utilities - Plant 3
0,,,NONE,COUNTY,COUNTY DEPARTMENT,1101 BENNOCK MILL RD,,,11,154,http://www.augustaga.gov/index.aspx?nid=699,UTILITIES_SPIRIT CREEK SEWG TRMT PLANT,Utilities - Spirit Creek Sewage Treatment Plant
0,,,706-821-1851,COUNTY,PAYMENT CENTER,530 GREENE ST,ROOM 116,MUNICIPAL,52,155,http://www.augustaga.gov/index.aspx?nid=699,UTILITIES_WATER DEPT MUNICIPAL BLDG,Utilities - Water Dept Municipal Bldg
0,,,706-821-1851,PRIVATE,PAYMENT CENTER,1432 MONTE SANO AVE,,HILL DRUG COMPANY,120,156,http://www.augustaga.gov/index.aspx?nid=699,UTILITIES_WATER PAYMENT CENTER,Utilities - Water Payment Center
0,,,706-738-5925,COUNTY,COUNTY DEPARTMENT,2421 RIVERLOOK DR,,,6,157,http://www.augustaga.gov/index.aspx?nid=699,UTILITIES_WATER PUMP STATION,Utilities - Water Pump Station
0,,,706-722-6275,COUNTY,LIBRARY,1237 LANEY-WALKER BLVD,,,19,158,http://www.ecgrl.org/index.php?option=com_content&view=article&id=77&Itemid=94,WALLACE BRANCH LIBRARY,Wallace Branch Library
0,,,706-733-3601,PRIVATE,CEMETERY,2601 WHEELER RD,,,2,159,http://www.westovermemorialpark.com/,WESTOVER CEMETERY,Westover Cemetery
0,,,706-733-6741,COUNTY,CEMETERY,2051 DIVISION ST,,WEST VIEW CEMETERY,5,160,http://www.augustaga.gov/index.aspx?NID=1558,WESTVIEW CEMETERY,Westview Cemetery
0,,,706-792-7500,STATE,PUBLIC SAFETY,3481 MIKE PADGETT HWY,,YDC,26,161,http://www.djj.state.ga.us/,YOUTH DEVELOPMENT CENTER,Youth Development Center
0,,,706-821-2426,COUNTY,COUNTY DEPARTMENT,735 JAMES BROWN BLVD,FIRST FLOOR,AUGUSTA JUDICIAL CENTER,68,87,http://www.augustaga.gov/index.aspx?nid=645,"RECREATION, PARKS, AND FACILITIES_FACILITIES MANAGEMENT","Recreation, Parks, And Facilities - Facilities Management"
0,,,706-849-5919,COUNTY,COUNTY DEPARTMENT,735 JAMES BROWN BLVD,FIRST FLOOR,AUGUSTA JUDICIAL CENTER,68,72,http://www.augustaga.gov/index.aspx?nid=516,MARSHAL,Marshal
0,,,706-821-2310,COUNTY,COUNTY DEPARTMENT,530 GREENE ST,ROOM 102,MUNICIPAL,80,136,http://www.augustaga.gov/index.aspx?nid=742,TAX ASSESSOR,Tax Assessor
,,,706-772-5623,COUNTY,COUNTY DEPARTMENT,3050 DEANS BRIDGE RD,,,,73,http://www.augustaga.gov/index.aspx?nid=516,MARSHAL SUBSTATION,Marshal Substation
,,,706-821-2909,COUNTY,COUNTY DEPARTMENT,3117 DEANS BRIDGE RD,,FIRE ADMIN,,43,http://www.augustaga.gov/index.aspx?nid=150,FIRE ADMINISTRATION,Fire Administration
,,,706-821-2522,COUNTY,COUNTY DEPARTMENT,1832 WYLDS RD,,,,61,http://www.augustaga.gov/index.aspx?nid=114,IT DISASTER RECOVERY SITE,IT Disaster Recovery Site
0,,,706-821-1000,COUNTY,PUBLIC SAFETY,400 WALTON WAY,,SHERIFF ADMIN,13,97,http://www.augustaga.gov/index.aspx?nid=294,SHERIFF_ADMIN,Sheriff - Admin
